Raw_Name	Name	Latitude	Longitude	City	State
stowe elementary	Stowe Elementary School	44.56360839999999	-72.59190029999999	Morrisville	VT
buffalo senior high	McKinley High School	42.93803519999999	-78.8798257	Buffalo	NY
otter lake elementary	Otter Lake Elementary School	45.1059891	-93.03957360000001	White Bear Lake	MN
so wash high school diploma program	So Wash High School Diploma Program	44.81822700000001	-92.936604	Cottage Grove	MN
champlin/brooklyn pk acd math ensci	Champlin/Brooklyn Pk Acd Math Ensci	45.1538042	-93.3566834	Champlin	MN
detroit lakes middle	Detroit Lakes Middle School	46.8222913	-95.835211	Detroit Lakes	MN
breckenridge elementary	Breckenridge Elementary School	39.4791153	-106.0419625	Breckenridge	CO
rosemount middle	Rosemount Middle School	44.74255590000001	-93.1293527	Rosemount	MN
carlos elementary	Carlos Elementary School	45.9757374	-95.2914022	Carlos	MN
ecse program	Minnesota Department-Education	45.009526	-93.16116819999999	Roseville	MN
alc richfield hs-is	RICHFIELD HIGH SCHOOL	44.8742167	-93.2841926	Minneapolis	MN
st. michael-albertville senior high	St. Michael-Albertville Senior High School	45.235588	-93.6908996	St Michael	MN
prinsburg school record	Prinsburg School District	44.93589289999999	-95.19051309999999	Prinsburg	MN
shakopee junior high west	Shakopee West Junior High School	44.7874551	-93.5229142	Shakopee	MN
rogers middle school	Will Rogers Middle School	33.7667214	-118.1315606	Long Beach	CA
round lake-brewster elementary	Brewster Elementary School	43.6971841	-95.46583749999999	Brewster	MN
